at,bo,ch,cl,da,kc,mi,ny,ph,ri,sf,sl,su,fed_rate
-0.2682926829268293,-0.5,-0.09090909090909091,-0.17647058823529413,-0.3076923076923077,0.16129032258064516,0.18518518518518517,0.14285714285714285,0.7142857142857143,0.45454545454545453,0.08333333333333333,-0.4,-0.043478260869565216,10.25
-0.13043478260869565,0.0,-0.17391304347826086,-0.17647058823529413,0.4,0.2727272727272727,0.03225806451612903,-0.36363636363636365,0.2,-0.037037037037037035,-0.3548387096774194,-0.1,-0.08571428571428572,10.25
-0.3076923076923077,-0.30612244897959184,-0.4634146341463415,-0.2631578947368421,-0.09090909090909091,-0.2727272727272727,0.23529411764705882,-0.3793103448275862,0.45454545454545453,0.14285714285714285,0.3333333333333333,-0.1282051282051282,-0.2972972972972973,10.25
-0.125,-0.5555555555555556,-0.6410256410256411,-0.2,-0.16666666666666666,0.1724137931034483,-0.45454545454545453,-0.1724137931034483,0.7142857142857143,0.4444444444444444,0.18181818181818182,-0.2,0.15151515151515152,10.25
-0.21052631578947367,-0.5,-0.32142857142857145,-0.47368421052631576,-0.5625,0.05263157894736842,-0.47368421052631576,-0.4666666666666667,0.3333333333333333,0.15789473684210525,0.16129032258064516,-0.18518518518518517,-0.15151515151515152,10.25
0.0,-0.7058823529411765,-0.21739130434782608,-0.0967741935483871,0.15789473684210525,-0.2727272727272727,-0.631578947368421,-0.4444444444444444,-0.2727272727272727,0.25,-0.23529411764705882,-0.5714285714285714,-0.13333333333333333,10.25
-0.41935483870967744,-0.5428571428571428,-0.4634146341463415,-0.5,-0.4358974358974359,-0.2558139534883721,-0.42857142857142855,-0.2765957446808511,0.14285714285714285,0.125,-0.5151515151515151,-0.38461538461538464,-0.5714285714285714,10.25
-0.30434782608695654,-0.6,-0.40425531914893614,-0.3793103448275862,-0.24324324324324326,-0.3333333333333333,-0.5161290322580645,-0.12,0.0,-0.125,-0.6296296296296297,-0.5454545454545454,-0.3793103448275862,10.25
-0.5714285714285714,-0.1111111111111111,-0.5,-0.5609756097560976,-0.7647058823529411,-0.3023255813953488,-0.5,-0.2571428571428571,0.14285714285714285,-0.1,-0.35135135135135137,-0.9259259259259259,-0.3333333333333333,10.25
-0.391304347826087,-0.5,-0.7777777777777778,-0.6129032258064516,-0.1836734693877551,-0.2608695652173913,-0.6078431372549019,-0.696969696969697,-0.2,0.125,-0.6,-0.7419354838709677,-0.5319148936170213,10.25
-0.5714285714285714,-0.5625,-0.3333333333333333,-0.5789473684210527,-0.38461538461538464,-0.2631578947368421,-0.4,-0.0847457627118644,-0.16666666666666666,-0.058823529411764705,-0.5897435897435898,-0.17647058823529413,-0.04,10.25
-0.631578947368421,-0.5483870967741935,-0.5675675675675675,-0.4857142857142857,-0.3333333333333333,-0.15151515151515152,-0.18181818181818182,-0.5428571428571428,-0.45454545454545453,0.09090909090909091,-0.42857142857142855,-0.16666666666666666,-0.3548387096774194,10.25
-0.1794871794871795,-0.7142857142857143,-0.4418604651162791,-0.7142857142857143,-0.30434782608695654,-0.38095238095238093,-0.4358974358974359,-0.44,-0.4,-0.3125,-0.44,-0.2857142857142857,-0.5211267605633803,10.25
-0.7916666666666666,-0.6666666666666666,-0.52,-0.803921568627451,-0.125,-0.4583333333333333,-0.45,-0.7368421052631579,-0.5555555555555556,-0.2727272727272727,-0.52,-0.42857142857142855,-0.7021276595744681,10.25
-0.6956521739130435,-0.7073170731707317,-0.3170731707317073,-0.6923076923076923,-0.48717948717948717,-0.6842105263157895,-0.6981132075471698,-0.5769230769230769,0.0,-0.7142857142857143,-0.4222222222222222,-0.38461538461538464,-0.6363636363636364,10.25
-0.6326530612244898,-0.7948717948717948,-0.2558139534883721,-0.23076923076923078,-0.5555555555555556,-0.08571428571428572,-0.5348837209302325,-0.42105263157894735,-0.3333333333333333,-0.7333333333333333,-0.55,-0.37142857142857144,-0.48717948717948717,10.25
-0.5789473684210527,-0.7551020408163265,-0.5102040816326531,-0.7446808510638298,-0.2,-0.3,-0.4,-0.4090909090909091,-0.6,-0.6470588235294118,-0.4375,-0.6,-0.2558139534883721,10.25
-0.5636363636363636,-0.5897435897435898,-0.2653061224489796,-0.5217391304347826,-0.4117647058823529,-0.3333333333333333,-0.3888888888888889,-0.4444444444444444,-0.2,-1.0,-0.43478260869565216,-0.5,-0.36585365853658536,10.25
-0.3793103448275862,-0.6363636363636364,-0.6585365853658537,-0.5348837209302325,-0.7619047619047619,-0.42105263157894735,-0.17073170731707318,-0.23809523809523808,0.14285714285714285,-0.18518518518518517,-0.15384615384615385,-0.45,-0.4117647058823529,10.25
-0.4074074074074074,-0.5454545454545454,-0.3157894736842105,-0.5652173913043478,-0.6,-0.5897435897435898,-0.4375,-0.2571428571428571,-0.3333333333333333,-0.6551724137931034,-0.48717948717948717,-0.3793103448275862,-0.7948717948717948,10.25
-0.40425531914893614,-0.7391304347826086,-0.2631578947368421,-0.37254901960784315,-0.391304347826087,-0.5428571428571428,-0.2916666666666667,-0.4,0.05263157894736842,-0.5882352941176471,-0.47619047619047616,-0.5254237288135594,-0.34782608695652173,10.25
-0.2631578947368421,-0.6410256410256411,-0.34545454545454546,-0.3877551020408163,-0.5263157894736842,-0.3181818181818182,-0.45,-0.7948717948717948,-0.5,-0.625,-0.6774193548387096,0.14285714285714285,-0.6271186440677966,10.25
-0.3023255813953488,-0.4666666666666667,-0.5897435897435898,-0.3793103448275862,-0.5483870967741935,-0.5675675675675675,-0.5714285714285714,-0.22580645161290322,-0.4666666666666667,-0.4358974358974359,-0.4444444444444444,-0.6842105263157895,-0.6410256410256411,10.25
-0.41935483870967744,-0.45454545454545453,-0.6585365853658537,-0.5666666666666667,-0.5294117647058824,-0.391304347826087,-0.36585365853658536,-0.40540540540540543,-0.07692307692307693,-0.3170731707317073,-0.6216216216216216,-0.2,-0.6666666666666666,10.25
-0.5,-0.45454545454545453,-0.5909090909090909,-0.631578947368421,-0.15,-0.21951219512195122,-0.25925925925925924,-0.5,-0.26666666666666666,-0.5833333333333334,-0.38095238095238093,-0.6842105263157895,-0.6585365853658537,10.25
-0.6119402985074627,-0.6585365853658537,-0.42857142857142855,-0.5652173913043478,-0.48717948717948717,-0.2765957446808511,-0.6363636363636364,-0.1891891891891892,-0.4782608695652174,-0.6097560975609756,-0.18181818181818182,-0.8181818181818182,-0.6666666666666666,10.25
-0.6129032258064516,-0.47368421052631576,-0.5686274509803921,-0.7333333333333333,-0.56,-0.5135135135135135,-0.4,-0.5135135135135135,-0.48148148148148145,-0.85,-0.17647058823529413,-0.65,-0.5555555555555556,10.25
-0.5121951219512195,-0.68,-0.5111111111111111,-0.746031746031746,-0.5384615384615384,0.0,-0.1891891891891892,-0.6923076923076923,-0.48148148148148145,-0.7333333333333333,-0.5652173913043478,-0.5813953488372093,-0.46938775510204084,10.25
-0.2571428571428571,-0.6451612903225806,-0.5454545454545454,-0.7142857142857143,-0.6862745098039216,-0.6571428571428571,-0.6585365853658537,-0.4418604651162791,-0.5757575757575758,-0.7727272727272727,-0.5428571428571428,-0.3333333333333333,-0.49019607843137253,10.25
-0.4634146341463415,-0.3076923076923077,-0.673469387755102,-0.5636363636363636,-0.6666666666666666,-0.19230769230769232,-0.36363636363636365,-0.1891891891891892,-0.4166666666666667,-0.6410256410256411,-0.08571428571428572,-0.28205128205128205,-0.3170731707317073,10.25
-0.23076923076923078,-0.4117647058823529,-0.39285714285714285,-0.3448275862068966,-0.6666666666666666,-0.3,-0.20930232558139536,-0.16666666666666666,-0.44680851063829785,-0.6086956521739131,-0.4418604651162791,-0.3953488372093023,-0.3333333333333333,10.25
-0.5454545454545454,-0.44680851063829785,-0.3870967741935484,-0.6078431372549019,-0.3953488372093023,0.0625,-0.02127659574468085,-0.30434782608695654,-0.5882352941176471,-0.045454545454545456,-0.6521739130434783,-0.23809523809523808,-0.2692307692307692,10.25
0.09090909090909091,-0.3333333333333333,-0.52,-0.391304347826087,-0.36363636363636365,0.14285714285714285,0.0,0.30434782608695654,-0.125,-0.16,-0.5428571428571428,-0.3333333333333333,-0.12280701754385964,10.25
0.045454545454545456,-0.1794871794871795,-0.15555555555555556,-0.6,-0.45,-0.2571428571428571,0.0,-0.034482758620689655,-0.09090909090909091,-0.2631578947368421,-0.23076923076923078,0.42857142857142855,-0.29411764705882354,10.25
-0.38461538461538464,-0.5813953488372093,-0.375,-0.5,-0.3333333333333333,-0.3157894736842105,-0.1111111111111111,0.1,-0.4375,-0.02857142857142857,-0.13513513513513514,-0.3333333333333333,-0.29411764705882354,10.25
-0.5081967213114754,-0.3157894736842105,-0.09803921568627451,-0.3877551020408163,-0.2571428571428571,-0.23076923076923078,0.14285714285714285,0.1111111111111111,-0.18518518518518517,-0.02564102564102564,-0.5294117647058824,0.21428571428571427,-0.13043478260869565,10.25
-0.48148148148148145,-0.3877551020408163,-0.125,-0.2631578947368421,-0.10344827586206896,-0.2413793103448276,0.0,-0.08333333333333333,-0.18181818181818182,-0.3333333333333333,0.1111111111111111,0.0,-0.40425531914893614,10.25
-0.2549019607843137,-0.32142857142857145,-0.48936170212765956,-0.07692307692307693,-0.0967741935483871,0.037037037037037035,0.22727272727272727,-0.4838709677419355,-0.5454545454545454,-0.2857142857142857,-0.14893617021276595,0.23529411764705882,0.0,10.25
-0.11428571428571428,-0.20833333333333334,-0.2682926829268293,-0.2727272727272727,-0.3333333333333333,-0.034482758620689655,0.5862068965517241,-0.13513513513513514,0.14285714285714285,-0.12,0.0625,0.3103448275862069,-0.043478260869565216,10.25
0.125,-0.2727272727272727,-0.07692307692307693,-0.37142857142857144,-0.2727272727272727,-0.16666666666666666,-0.03225806451612903,0.5,-0.18181818181818182,-0.14285714285714285,-0.15151515151515152,0.4444444444444444,-0.16666666666666666,10.25
-0.21875,-0.3793103448275862,-0.16666666666666666,-0.22448979591836735,-0.2631578947368421,-0.13513513513513514,-0.18181818181818182,-0.5428571428571428,-0.1,0.0967741935483871,-0.2,0.3333333333333333,-0.3225806451612903,10.25
0.08333333333333333,-0.17073170731707318,0.09090909090909091,0.09090909090909091,-0.6216216216216216,-0.02702702702702703,-0.3333333333333333,-0.06666666666666667,-0.47368421052631576,-0.30434782608695654,-0.48148148148148145,0.36363636363636365,0.23076923076923078,10.25
0.13043478260869565,-0.25,0.058823529411764705,-0.03125,-0.2765957446808511,-0.35294117647058826,0.0,0.07692307692307693,-0.125,0.1111111111111111,-0.3793103448275862,0.22580645161290322,0.10638297872340426,10.25
-0.2972972972972973,-0.1724137931034483,-0.14285714285714285,-0.47368421052631576,-0.42857142857142855,0.11764705882352941,0.25,0.1111111111111111,-0.058823529411764705,0.09090909090909091,-0.07317073170731707,-0.1282051282051282,0.0,10.25
-0.6333333333333333,-0.5625,-0.3191489361702128,-0.19230769230769232,-0.3333333333333333,-0.6363636363636364,-0.22448979591836735,-0.6818181818181818,-0.21951219512195122,-0.36,-0.5833333333333334,0.0,-0.5714285714285714,10.25
-0.018867924528301886,-0.47058823529411764,-0.32,-0.43859649122807015,-0.10638297872340426,0.5,-0.29411764705882354,-0.40540540540540543,0.3103448275862069,-0.34782608695652173,-0.6,-0.1282051282051282,-0.14285714285714285,10.25
-0.5,-0.4444444444444444,0.024390243902439025,-0.375,-0.3333333333333333,-0.3157894736842105,-0.14893617021276595,-0.5652173913043478,-0.12,-0.25,0.06666666666666667,-0.1282051282051282,-0.03225806451612903,10.25
-0.30158730158730157,-0.15384615384615385,-0.022222222222222223,-0.3170731707317073,-0.45454545454545453,-0.14285714285714285,-0.5,-0.037037037037037035,-0.034482758620689655,-0.3125,0.030303030303030304,-0.42857142857142855,-0.4146341463414634,10.25
-0.09375,-0.9375,-0.1794871794871795,-0.3191489361702128,-0.09090909090909091,-0.2222222222222222,-0.43478260869565216,-0.22448979591836735,-0.5384615384615384,-0.3142857142857143,-0.4117647058823529,-0.2413793103448276,-0.32,10.25
-0.39622641509433965,-0.20833333333333334,-0.3953488372093023,-0.47619047619047616,-0.1724137931034483,0.25925925925925924,-0.29411764705882354,-0.08695652173913043,-0.15789473684210525,-0.18518518518518517,-0.5,-0.25,-0.11864406779661017,10.25
-0.058823529411764705,-0.35294117647058826,0.061224489795918366,-0.3125,-0.03225806451612903,-0.6410256410256411,-0.09090909090909091,-0.5714285714285714,-0.04,-0.2,0.14285714285714285,-0.2413793103448276,-0.42857142857142855,10.25
0.4,-0.35,0.0967741935483871,-0.5151515151515151,0.2,-0.058823529411764705,-0.3442622950819672,-0.3,-0.3,-0.1111111111111111,0.17647058823529413,0.0,0.28205128205128205,10.25
-0.8214285714285714,-0.6585365853658537,-0.4,-0.673469387755102,-0.2413793103448276,-0.5333333333333333,-0.2857142857142857,-0.7575757575757576,-0.5428571428571428,-0.3125,-0.4,-0.7142857142857143,-0.4375,10.25
-0.5849056603773585,-0.3793103448275862,-0.4411764705882353,-0.43283582089552236,-0.35714285714285715,-0.4230769230769231,0.15151515151515152,-0.15151515151515152,-0.1111111111111111,0.0,-0.32075471698113206,-0.3125,-0.3,10.25
-0.08860759493670886,-0.3,-0.3181818181818182,0.09090909090909091,-0.21052631578947367,0.125,-0.08695652173913043,-0.23076923076923078,-0.25925925925925924,-0.18518518518518517,-0.17647058823529413,0.18518518518518517,-0.3333333333333333,10.25
0.13725490196078433,-0.2,-0.0625,-0.21428571428571427,0.40540540540540543,0.04,-0.23529411764705882,-0.13043478260869565,0.09090909090909091,-0.22580645161290322,-0.16666666666666666,-0.13333333333333333,-0.17647058823529413,10.25
-0.2982456140350877,-0.22727272727272727,-0.24324324324324326,0.045454545454545456,-0.07142857142857142,0.14285714285714285,-0.16666666666666666,0.25,0.06666666666666667,0.0,-0.52,-0.4857142857142857,-0.2413793103448276,10.25
-0.43243243243243246,-0.4666666666666667,-0.3548387096774194,0.0,-0.37142857142857144,0.2,-0.1320754716981132,-0.043478260869565216,0.3103448275862069,0.0,-0.375,0.125,-0.10526315789473684,10.25
-0.1320754716981132,-0.43478260869565216,-0.36,-0.13513513513513514,0.1,-0.5882352941176471,-0.6,-0.09523809523809523,0.22580645161290322,-0.5,-0.16666666666666666,-0.3103448275862069,-0.30612244897959184,10.25
-0.04,-0.6078431372549019,0.05263157894736842,-0.2549019607843137,-0.20930232558139536,0.4074074074074074,-0.1794871794871795,-0.6296296296296297,0.06666666666666667,-0.3125,-0.6818181818181818,-0.5555555555555556,-0.30434782608695654,10.25
-0.28,-0.6296296296296297,-0.11627906976744186,-0.36363636363636365,-0.46153846153846156,-0.05555555555555555,-0.125,-0.28205128205128205,-0.14285714285714285,-0.4838709677419355,-0.7,-0.22580645161290322,-0.14814814814814814,10.25
-0.2558139534883721,-0.7058823529411765,-0.15384615384615385,-0.2,-0.034482758620689655,-0.44,-0.4594594594594595,-0.6444444444444445,0.05263157894736842,-0.3793103448275862,-0.1282051282051282,-0.037037037037037035,-0.3142857142857143,10.25
-0.17647058823529413,-0.5,0.17391304347826086,-0.25,0.022222222222222223,0.030303030303030304,-0.2,-0.13636363636363635,0.29411764705882354,0.03225806451612903,-0.21739130434782608,-0.18181818181818182,-0.17647058823529413,10.25
-0.2,-0.4782608695652174,-0.1875,-0.02857142857142857,0.08108108108108109,-0.07142857142857142,-0.36585365853658536,-0.037037037037037035,-0.45454545454545453,-0.3684210526315789,-0.7021276595744681,-0.05263157894736842,0.125,10.25
-0.30434782608695654,-0.5238095238095238,-0.375,-0.4098360655737705,-0.35714285714285715,-0.12,-0.4375,-0.7142857142857143,-0.5897435897435898,-0.3,-0.7714285714285715,-0.3939393939393939,-0.36363636363636365,10.25
-0.6129032258064516,-0.4153846153846154,-0.5217391304347826,-0.41818181818181815,-0.3953488372093023,-0.48936170212765956,-0.3684210526315789,-0.3076923076923077,-0.3333333333333333,-0.3333333333333333,-0.6,-0.1111111111111111,-0.3333333333333333,10.25
-0.017543859649122806,-0.5652173913043478,-0.038461538461538464,-0.4,0.23076923076923078,-0.23529411764705882,-0.42857142857142855,-0.2,0.0,0.07692307692307693,-0.4117647058823529,-0.1724137931034483,-0.07692307692307693,10.25
0.15384615384615385,-0.3333333333333333,0.0967741935483871,0.10344827586206896,-0.23809523809523808,-0.35294117647058826,-0.2,-0.3023255813953488,0.14285714285714285,-0.13513513513513514,-0.3,-0.3333333333333333,-0.26666666666666666,10.25
-0.28,-0.40540540540540543,-0.14814814814814814,-0.24324324324324326,-0.28,-0.44,-0.2727272727272727,-0.36363636363636365,0.12,-0.08333333333333333,-0.42857142857142855,0.02857142857142857,0.0,10.25
-0.5294117647058824,-0.7777777777777778,-0.1282051282051282,-0.3023255813953488,-0.02564102564102564,-0.16666666666666666,-0.36363636363636365,-0.4,-0.4782608695652174,0.05,-0.7692307692307693,-0.391304347826087,-0.09090909090909091,10.25
-0.4594594594594595,-0.5862068965517241,-0.4,-0.5,-0.09090909090909091,-0.41935483870967744,-0.07142857142857142,-0.1891891891891892,-0.4,-0.2857142857142857,-0.26666666666666666,0.047619047619047616,-0.3548387096774194,10.25
0.0,-0.36666666666666664,-0.30434782608695654,-0.1875,-0.3617021276595745,-0.15384615384615385,0.2,-0.5333333333333333,-0.4166666666666667,-0.04,-0.30434782608695654,0.0,-0.3333333333333333,10.25
-0.5675675675675675,-0.627906976744186,-0.1864406779661017,-0.5555555555555556,-0.3333333333333333,0.0,-0.26666666666666666,-0.13333333333333333,-0.7037037037037037,-0.18181818181818182,0.0,-0.6666666666666666,-0.25,10.25
-0.48148148148148145,-0.39622641509433965,-0.3023255813953488,-0.6190476190476191,-0.5428571428571428,0.2558139534883721,-0.034482758620689655,-0.5454545454545454,-0.23076923076923078,-0.4166666666666667,-0.18181818181818182,-0.13333333333333333,-0.24444444444444444,10.25
-0.5714285714285714,-0.8064516129032258,-0.4339622641509434,-0.32,-0.4166666666666667,-0.2,-0.13043478260869565,0.037037037037037035,-0.6571428571428571,-0.5,-0.35,-0.2631578947368421,-0.30612244897959184,10.25
-0.5769230769230769,-0.44,-0.30434782608695654,-0.4166666666666667,-0.45,-0.2972972972972973,-0.7368421052631579,-0.46153846153846156,-0.36,-0.25,-0.4,-0.43478260869565216,-0.42105263157894735,10.25
-0.37254901960784315,-0.3225806451612903,-0.3488372093023256,-0.35135135135135137,-0.38461538461538464,-0.07142857142857142,-0.4782608695652174,-0.5,-0.4,-0.5833333333333334,-0.40540540540540543,-0.12,-0.10344827586206896,10.25
-0.2786885245901639,-0.3333333333333333,-0.5172413793103449,-0.4857142857142857,-0.22727272727272727,-0.3076923076923077,-0.14285714285714285,-0.7222222222222222,-0.21739130434782608,0.02857142857142857,-0.47058823529411764,-0.09523809523809523,0.23076923076923078,10.25
-0.42528735632183906,-0.6086956521739131,-0.5471698113207547,-0.625,-0.6818181818181818,-0.2631578947368421,-0.6,-0.15384615384615385,-0.07692307692307693,-0.4666666666666667,-0.2903225806451613,-0.375,-0.23529411764705882,10.25
-0.3793103448275862,-0.6,-0.43283582089552236,-0.6666666666666666,-0.4418604651162791,-0.4838709677419355,-0.7222222222222222,-0.6818181818181818,-0.8214285714285714,-0.6,-0.2413793103448276,-0.4358974358974359,-0.3793103448275862,10.25
-0.24324324324324326,-0.5510204081632653,-0.17647058823529413,-0.3684210526315789,-0.2857142857142857,-0.22580645161290322,-0.7,-0.7058823529411765,-0.6470588235294118,-0.5675675675675675,-0.6428571428571429,-0.42857142857142855,-0.625,10.25
-0.12727272727272726,-0.6410256410256411,-0.6129032258064516,-0.5789473684210527,-0.5102040816326531,-0.2,-0.7777777777777778,-0.5675675675675675,-0.5555555555555556,-0.125,-0.68,-0.35,-0.38461538461538464,10.25
-0.49019607843137253,-0.4838709677419355,-0.40350877192982454,-0.20754716981132076,0.0,-0.16666666666666666,-0.10526315789473684,-0.4166666666666667,-0.6,-0.5238095238095238,-0.2727272727272727,-0.36363636363636365,-0.2549019607843137,10.25
-0.42857142857142855,-0.6235294117647059,-0.5862068965517241,-0.6363636363636364,-0.5789473684210527,-0.5428571428571428,-0.38461538461538464,-0.3939393939393939,-0.5172413793103449,-0.6571428571428571,-0.1891891891891892,-0.4,-0.18518518518518517,10.25
-0.4883720930232558,-0.5,-0.4666666666666667,-0.6226415094339622,-0.2571428571428571,-0.37142857142857144,-0.6363636363636364,-0.5555555555555556,-0.2631578947368421,-0.2857142857142857,-0.38461538461538464,-0.35135135135135137,-0.5272727272727272,10.25
-0.4594594594594595,-0.65,-0.29411764705882354,-0.5357142857142857,-0.2777777777777778,-0.23809523809523808,-0.92,-0.5897435897435898,-0.5454545454545454,-0.21052631578947367,-0.4782608695652174,-0.1724137931034483,-0.6111111111111112,10.25
-0.4166666666666667,-0.5294117647058824,-0.5625,-0.6333333333333333,-0.6521739130434783,-0.5,-0.7692307692307693,-0.7058823529411765,-0.7391304347826086,-0.7333333333333333,-0.6538461538461539,-0.5483870967741935,-0.5517241379310345,10.25
-0.37037037037037035,-0.56,-0.582089552238806,-0.5526315789473685,-0.47368421052631576,-0.45454545454545453,-0.75,-0.72,-0.696969696969697,-0.7222222222222222,-0.5348837209302325,-0.6363636363636364,-0.6923076923076923,10.25
